Id,Altitude,Azimuthal_angle,Incline,H_dist_Hydro,V_dist_Hydro,H_dist_Road,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,H_dist_Fire,Wilderness_Area_A,Wilderness_Area_B,Wilderness_Area_C,Wilderness_Area_D,Soil,label
3203,362,380,182,0,223,72,936,924,496,173,1,0,0,0,Soil_Type_20,-1
3204,613,189,197,303,287,223,916,842,437,401,1,0,0,0,Soil_Type_1,-1
3205,566,67,272,192,394,188,814,783,484,455,0,0,1,0,Soil_Type_24,-1
3206,757,810,167,671,401,143,739,936,743,302,0,0,1,0,Soil_Type_32,-1
3207,715,963,121,64,236,574,802,893,633,225,1,0,0,0,Soil_Type_23,-1
3208,508,78,91,530,327,303,857,897,574,143,0,0,1,0,Soil_Type_11,-1
3209,772,466,91,61,223,429,885,952,598,134,0,0,1,0,Soil_Type_35,-1
3210,356,197,167,0,223,51,916,857,452,189,1,0,0,0,Soil_Type_20,-1
3211,734,466,227,280,271,250,905,964,558,426,0,1,0,0,Soil_Type_23,-1
3212,568,663,197,434,347,814,767,987,759,786,1,0,0,0,Soil_Type_1,-1
3213,581,530,136,48,223,810,865,971,633,340,1,0,0,0,Soil_Type_1,-1
3214,336,250,45,198,236,55,881,920,574,168,1,0,0,0,Soil_Type_1,-1
3215,365,588,333,144,319,132,771,999,732,228,0,0,1,0,Soil_Type_4,1
3216,604,902,61,0,223,177,826,924,641,166,1,0,0,0,Soil_Type_22,1
3217,612,824,227,21,232,522,700,920,771,153,0,0,1,0,Soil_Type_22,1
3218,651,907,76,77,203,132,818,920,649,137,0,1,0,0,Soil_Type_22,-1
3219,666,674,167,428,363,57,783,979,739,311,0,0,1,0,Soil_Type_23,1
3220,580,905,30,21,225,589,846,932,629,140,1,0,0,0,Soil_Type_19,-1
3221,663,225,167,30,231,405,924,869,460,349,1,0,0,0,Soil_Type_1,-1
3222,538,708,45,89,232,690,838,948,653,311,1,0,0,0,Soil_Type_1,-1
3223,630,624,45,380,199,396,846,952,645,74,0,0,1,0,Soil_Type_32,-1
3224,455,289,227,96,263,63,960,865,397,48,1,0,0,0,Soil_Type_1,-1
3225,612,133,91,91,231,356,877,889,547,97,0,0,1,0,Soil_Type_23,-1
3226,698,377,212,129,252,243,948,920,464,230,1,0,0,0,Soil_Type_1,-1
3227,517,142,288,136,266,722,889,775,385,582,1,0,0,0,Soil_Type_1,-1
3228,412,75,257,257,470,132,830,791,480,188,0,0,1,0,Soil_Type_33,-1
3229,501,172,454,96,293,181,905,649,181,120,0,0,1,0,Soil_Type_33,-1
3230,746,830,242,125,312,327,676,912,783,378,1,0,0,0,Soil_Type_39,-1
3231,746,39,136,21,221,217,834,873,578,477,0,1,0,0,Soil_Type_35,-1
3232,566,722,76,375,169,225,814,956,684,239,0,0,1,0,Soil_Type_31,-1
3233,447,225,182,43,192,112,932,857,433,124,0,0,1,0,Soil_Type_33,-1
3234,838,247,136,578,640,381,920,885,480,130,1,0,0,0,Soil_Type_40,-1
3235,703,486,151,257,272,581,889,968,594,313,1,0,0,0,Soil_Type_23,1
3236,489,291,182,125,244,165,944,885,444,265,1,0,0,0,Soil_Type_1,-1
3237,355,608,394,257,408,299,716,999,775,36,0,0,1,0,Soil_Type_4,1
3238,576,322,151,202,231,622,936,905,480,93,1,0,0,0,Soil_Type_1,-1
3239,532,971,136,64,230,70,798,881,629,337,1,0,0,0,Soil_Type_1,1
3240,465,22,45,183,330,200,850,912,606,115,0,0,1,0,Soil_Type_31,-1
3241,541,905,167,163,261,504,759,897,688,343,1,0,0,0,Soil_Type_1,-1
3242,403,932,272,48,244,337,700,838,680,125,0,0,1,0,Soil_Type_33,-1
3243,639,841,151,192,257,191,759,924,720,292,0,0,1,0,Soil_Type_23,-1
3244,392,28,257,215,285,171,783,798,543,264,1,0,0,0,Soil_Type_1,-1
3245,419,233,167,48,230,292,928,869,452,66,0,0,1,0,Soil_Type_10,-1
3246,579,269,167,0,223,207,936,881,456,80,0,0,1,0,Soil_Type_31,1
3247,687,216,151,364,249,539,916,873,472,424,1,0,0,0,Soil_Type_23,-1
3248,540,250,30,0,223,285,873,928,590,373,0,0,1,0,Soil_Type_19,1
3249,664,366,257,150,288,88,964,901,421,317,1,0,0,0,Soil_Type_22,-1
3250,451,613,530,77,316,292,617,971,806,138,0,0,1,0,Soil_Type_1,1
3251,521,316,242,68,236,90,964,877,401,241,0,0,1,0,Soil_Type_33,-1
3252,734,347,91,325,221,219,905,928,547,296,1,0,0,0,Soil_Type_38,-1
3253,661,150,288,451,379,236,893,771,370,298,0,0,1,0,Soil_Type_33,-1
3254,754,297,303,172,334,293,979,834,323,377,1,0,0,0,Soil_Type_40,-1
3255,670,172,76,322,197,763,881,905,558,275,1,0,0,0,Soil_Type_22,-1
3256,669,11,182,236,302,198,802,850,586,15,1,0,0,0,Soil_Type_22,-1
3257,553,635,136,30,232,755,814,979,704,324,1,0,0,0,Soil_Type_23,-1
3258,263,547,136,265,350,151,857,975,645,148,0,0,0,1,Soil_Type_2,1
3259,365,94,242,136,283,126,850,802,468,190,1,0,0,0,Soil_Type_9,-1
3260,533,178,333,193,222,45,920,743,303,108,1,0,0,0,Soil_Type_1,1
3261,764,325,242,323,287,268,964,881,405,415,0,1,0,0,Soil_Type_38,-1
3262,386,36,182,130,235,75,818,850,562,207,1,0,0,0,Soil_Type_1,-1
3263,598,905,136,280,265,112,779,905,676,141,0,1,0,0,Soil_Type_22,-1
3264,609,366,106,365,321,222,909,932,543,97,0,0,1,0,Soil_Type_1,1
3265,569,0,121,61,226,376,822,889,610,291,0,0,1,0,Soil_Type_23,1
3266,326,61,182,21,226,262,834,842,539,259,0,0,1,0,Soil_Type_1,-1
3267,576,450,91,472,385,222,889,952,586,285,0,0,1,0,Soil_Type_32,-1
3268,491,397,136,202,301,215,916,936,535,195,0,0,1,0,Soil_Type_11,-1
3269,585,147,106,219,223,129,881,881,527,250,1,0,0,0,Soil_Type_1,-1
3270,658,147,257,48,212,208,893,791,401,378,1,0,0,0,Soil_Type_1,-1
3271,669,810,348,215,370,241,590,901,850,299,0,0,1,0,Soil_Type_33,-1
3272,618,516,227,77,248,858,873,979,617,320,1,0,0,0,Soil_Type_1,-1
3273,304,89,45,0,223,89,861,912,590,63,0,0,0,1,Soil_Type_10,1
3274,718,569,227,343,316,409,826,995,684,447,0,0,1,0,Soil_Type_32,-1
3275,491,142,348,77,271,18,881,724,323,53,1,0,0,0,Soil_Type_1,1
3276,563,746,182,257,315,401,747,960,763,214,0,0,1,0,Soil_Type_31,1
3277,376,405,318,43,235,256,956,912,417,394,0,0,1,0,Soil_Type_4,1
3278,496,841,121,107,270,337,775,928,704,310,1,0,0,0,Soil_Type_1,-1
3279,683,591,242,64,256,420,806,995,712,9,0,0,1,0,Soil_Type_22,-1
3280,725,178,318,405,254,204,920,763,323,711,0,1,0,0,Soil_Type_24,-1
3281,133,31,469,21,243,127,680,641,444,41,0,0,0,1,Soil_Type_10,1
3282,639,794,182,258,303,271,735,940,755,351,0,0,1,0,Soil_Type_32,-1
3283,588,491,212,232,314,183,889,971,590,80,0,0,1,0,Soil_Type_1,-1
3284,619,339,227,195,320,388,960,893,429,185,0,0,1,0,Soil_Type_33,-1
3285,711,941,182,490,293,281,767,877,657,109,0,0,1,0,Soil_Type_31,-1
3286,535,386,242,30,235,164,956,916,448,431,1,0,0,0,Soil_Type_22,-1
3287,761,649,151,310,301,525,794,983,724,306,0,0,1,0,Soil_Type_38,-1
3288,494,977,136,61,232,528,806,885,621,893,1,0,0,0,Soil_Type_1,-1
3289,778,491,257,516,176,191,889,971,578,560,0,1,0,0,Soil_Type_38,-1
3290,476,755,303,167,342,327,637,948,850,49,0,0,1,0,Soil_Type_33,1
3291,565,755,242,163,271,226,696,956,806,467,1,0,0,0,Soil_Type_23,-1
3292,532,930,242,313,394,194,712,850,680,330,0,0,1,0,Soil_Type_33,-1
3293,540,239,136,122,275,462,920,885,480,258,1,0,0,0,Soil_Type_1,-1
3294,368,139,167,192,213,142,885,850,488,32,1,0,0,0,Soil_Type_1,-1
3295,775,266,409,89,280,221,987,747,193,231,0,1,0,0,Soil_Type_39,-1
3296,554,846,151,568,137,203,759,924,716,272,0,0,1,0,Soil_Type_31,-1
3297,589,150,182,399,469,809,893,842,464,702,1,0,0,0,Soil_Type_12,-1
3298,485,375,106,202,259,363,909,932,543,366,1,0,0,0,Soil_Type_1,-1
3299,457,200,151,261,241,254,912,865,468,123,1,0,0,0,Soil_Type_12,-1
3300,621,283,272,343,283,70,971,842,350,170,0,0,1,0,Soil_Type_32,-1
3301,765,230,167,442,369,181,928,865,448,378,0,0,1,0,Soil_Type_32,-1
3302,635,463,121,64,218,286,893,956,586,77,1,0,0,0,Soil_Type_23,-1
3303,508,58,106,21,223,522,850,889,578,511,1,0,0,0,Soil_Type_23,-1
3304,243,255,197,0,223,64,944,865,429,75,0,0,0,1,Soil_Type_2,-1
3305,501,558,378,237,243,224,787,991,684,121,0,0,1,0,Soil_Type_1,-1
3306,680,844,76,116,239,177,806,932,673,368,0,0,1,0,Soil_Type_23,-1
3307,429,150,30,86,231,165,865,920,590,293,1,0,0,0,Soil_Type_12,-1
3308,480,289,151,125,253,108,932,897,476,80,1,0,0,0,Soil_Type_23,-1
3309,221,907,121,144,274,134,787,909,669,114,0,0,0,1,Soil_Type_6,1
3310,643,25,151,346,279,243,822,861,582,373,0,0,1,0,Soil_Type_31,1
3311,695,308,242,182,365,431,968,869,385,446,1,0,0,0,Soil_Type_1,-1
3312,650,375,197,107,258,450,944,920,476,459,1,0,0,0,Soil_Type_39,-1
3313,482,350,61,476,270,109,893,932,566,203,0,0,1,0,Soil_Type_11,-1
3314,561,924,167,300,271,620,767,889,669,780,1,0,0,0,Soil_Type_12,-1
3315,323,86,197,30,231,241,850,826,503,77,0,0,1,0,Soil_Type_10,-1
3316,676,167,136,269,227,554,893,869,500,435,1,0,0,0,Soil_Type_23,-1
3317,668,727,151,192,247,84,767,964,743,124,0,1,0,0,Soil_Type_32,-1
3318,633,264,136,279,281,215,920,893,488,399,0,0,1,0,Soil_Type_23,-1
3319,345,530,61,455,323,117,861,952,625,146,0,0,1,0,Soil_Type_2,1
3320,298,322,91,21,226,113,909,920,539,97,0,0,1,0,Soil_Type_4,1
3321,666,327,121,173,244,510,920,916,511,623,1,0,0,0,Soil_Type_1,1
3322,609,8,212,508,312,565,787,834,582,343,1,0,0,0,Soil_Type_1,1
3323,530,894,242,91,287,866,696,873,724,636,1,0,0,0,Soil_Type_24,-1
3324,362,352,257,68,240,101,968,889,401,302,1,0,0,0,Soil_Type_1,-1
3325,679,957,76,48,230,799,830,912,629,111,1,0,0,0,Soil_Type_22,-1
3326,699,666,227,510,466,865,747,987,775,283,1,0,0,0,Soil_Type_1,-1
3327,649,419,469,317,312,254,948,873,334,221,1,0,0,0,Soil_Type_1,-1
3328,707,219,227,328,283,219,940,830,385,376,1,0,0,0,Soil_Type_1,1
3329,688,497,182,280,289,408,885,971,602,122,0,0,1,0,Soil_Type_32,1
3330,428,61,45,107,219,274,857,916,602,161,1,0,0,0,Soil_Type_12,-1
3331,745,44,348,125,325,536,759,724,476,252,1,0,0,0,Soil_Type_38,-1
3332,669,480,121,30,228,119,885,960,598,179,1,0,0,0,Soil_Type_23,1
3333,780,33,197,468,511,108,814,842,562,125,0,1,0,0,Soil_Type_40,-1
3334,638,833,363,172,289,401,574,873,838,361,1,0,0,0,Soil_Type_24,-1
3335,478,144,151,198,243,467,889,857,492,727,1,0,0,0,Soil_Type_1,-1
3336,450,205,106,21,230,387,901,893,519,885,1,0,0,0,Soil_Type_12,-1
3337,656,86,106,163,262,435,857,885,562,599,1,0,0,0,Soil_Type_23,-1
3338,635,33,272,442,289,144,783,791,531,215,0,0,1,0,Soil_Type_24,-1
3339,675,769,182,198,314,337,739,952,763,126,0,0,1,0,Soil_Type_32,-1
3340,454,372,394,77,288,462,983,857,307,232,1,0,0,0,Soil_Type_1,-1
3341,489,391,227,152,299,110,944,924,476,412,0,0,1,0,Soil_Type_11,-1
3342,394,816,545,68,298,214,393,810,916,163,0,0,1,0,Soil_Type_1,-1
3343,509,64,242,365,409,36,822,802,503,152,0,0,1,0,Soil_Type_11,-1
3344,521,874,136,61,235,502,771,916,692,686,1,0,0,0,Soil_Type_1,-1
3345,605,22,182,475,426,617,810,850,578,553,1,0,0,0,Soil_Type_1,-1
3346,436,333,121,116,247,132,920,920,519,50,0,0,1,0,Soil_Type_10,1
3347,637,719,30,236,272,262,838,944,649,361,0,0,1,0,Soil_Type_32,-1
3348,535,547,212,681,398,371,846,987,657,180,0,0,1,0,Soil_Type_34,-1
3349,497,200,227,21,212,258,928,826,401,348,1,0,0,0,Soil_Type_1,-1
3350,723,286,136,30,216,626,924,901,492,550,0,0,1,0,Soil_Type_23,-1
3351,492,544,182,202,279,309,853,983,653,282,0,0,1,0,Soil_Type_26,-1
3352,531,991,394,116,256,270,665,720,566,265,0,0,1,0,Soil_Type_33,-1
3353,377,294,151,68,239,225,936,897,472,144,0,0,1,0,Soil_Type_2,1
3354,573,172,151,280,293,684,901,861,480,521,1,0,0,0,Soil_Type_1,-1
3355,583,111,333,644,560,230,846,728,370,297,0,0,1,0,Soil_Type_33,-1
3356,682,272,121,429,320,824,920,897,496,216,1,0,0,0,Soil_Type_1,-1
3357,685,142,348,298,333,206,881,724,323,681,0,1,0,0,Soil_Type_22,-1
3358,650,361,197,152,249,93,944,916,472,316,1,0,0,0,Soil_Type_22,-1
3359,461,477,227,107,247,414,901,968,570,313,1,0,0,0,Soil_Type_12,-1
3360,529,130,242,301,190,72,881,798,429,232,1,0,0,0,Soil_Type_1,-1
3361,590,369,197,198,303,709,944,920,476,498,1,0,0,0,Soil_Type_1,-1
3362,441,927,151,228,303,223,775,893,665,284,0,0,1,0,Soil_Type_11,1
3363,128,730,363,152,342,39,606,956,881,66,0,0,0,1,Soil_Type_10,1
3364,666,275,45,167,228,795,881,924,574,426,1,0,0,0,Soil_Type_19,-1
3365,349,516,348,303,354,136,853,979,606,140,0,0,1,0,Soil_Type_3,1
3366,620,250,45,116,234,580,881,920,574,192,1,0,0,0,Soil_Type_23,-1
3367,61,130,272,77,252,34,877,775,401,74,0,0,0,1,Soil_Type_1,-1
3368,636,708,257,455,496,441,704,975,814,335,0,0,1,0,Soil_Type_31,-1
3369,594,647,106,107,243,774,818,971,688,296,1,0,0,0,Soil_Type_22,-1
3370,586,375,197,144,253,524,944,920,476,358,1,0,0,0,Soil_Type_1,-1
3371,509,67,182,89,230,204,838,842,531,345,0,0,1,0,Soil_Type_11,1
3372,698,760,212,515,412,160,716,956,787,396,0,0,1,0,Soil_Type_32,-1
3373,500,536,257,183,278,605,850,987,645,706,1,0,0,0,Soil_Type_1,-1
3374,480,380,167,86,252,110,936,928,500,4,1,0,0,0,Soil_Type_1,1
3375,526,250,197,122,278,611,944,861,421,490,1,0,0,0,Soil_Type_1,1
3376,316,344,212,30,230,161,956,901,444,628,1,0,0,0,Soil_Type_1,-1
3377,491,894,303,48,250,691,649,846,739,39,1,0,0,0,Soil_Type_1,-1
3378,531,963,182,48,219,654,775,869,633,501,1,0,0,0,Soil_Type_23,-1
3379,414,344,136,172,234,118,924,920,507,250,1,0,0,0,Soil_Type_1,-1
3380,143,913,257,21,228,93,700,857,704,130,0,0,0,1,Soil_Type_10,1
3381,463,83,106,245,281,220,857,889,562,346,1,0,0,0,Soil_Type_1,-1
3382,655,314,91,219,292,313,909,920,535,413,0,0,1,0,Soil_Type_24,-1
3383,694,569,288,280,356,155,806,999,696,629,0,1,0,0,Soil_Type_32,-1
3384,445,230,91,0,223,204,901,905,531,149,0,0,1,0,Soil_Type_23,-1
3385,531,558,242,193,321,306,834,991,673,183,0,0,1,0,Soil_Type_1,-1
3386,647,186,333,349,172,111,928,743,291,175,0,1,0,0,Soil_Type_32,-1
3387,579,455,91,580,394,814,889,952,590,759,1,0,0,0,Soil_Type_1,-1
3388,687,86,272,172,312,480,834,775,452,305,0,0,1,0,Soil_Type_31,-1
3389,544,175,15,202,284,503,865,928,602,648,1,0,0,0,Soil_Type_12,-1
3390,589,136,272,212,287,232,885,775,393,173,0,0,1,0,Soil_Type_32,1
3391,583,305,182,429,279,388,944,893,452,361,0,0,1,0,Soil_Type_26,-1
3392,614,280,227,136,213,111,960,857,389,114,1,0,0,0,Soil_Type_1,-1
3393,711,108,106,0,223,466,869,885,551,355,0,0,1,0,Soil_Type_23,1
3394,619,17,106,136,244,177,834,889,598,386,0,0,1,0,Soil_Type_23,-1
3395,648,375,136,156,258,713,924,928,519,365,1,0,0,0,Soil_Type_1,-1
3396,286,746,318,301,431,135,637,952,857,38,0,0,0,1,Soil_Type_10,1
3397,834,924,167,391,267,202,771,889,669,274,0,1,0,0,Soil_Type_40,-1
3398,547,327,151,129,217,485,936,909,480,325,1,0,0,0,Soil_Type_1,-1
3399,508,647,454,107,307,249,617,983,853,145,0,0,1,0,Soil_Type_1,-1
3400,425,358,197,77,262,336,948,912,468,288,1,0,0,0,Soil_Type_12,-1
3401,648,380,182,150,243,93,940,924,488,313,1,0,0,0,Soil_Type_22,1
3402,656,358,151,471,223,618,932,920,500,268,1,0,0,0,Soil_Type_23,-1
3403,557,863,378,125,285,262,566,834,806,224,0,0,1,0,Soil_Type_33,-1
3404,591,760,409,173,372,360,547,924,905,373,0,0,1,0,Soil_Type_33,-1
3405,370,502,197,240,294,366,881,975,606,99,0,0,1,0,Soil_Type_2,1
3406,602,247,151,61,240,681,928,881,468,285,1,0,0,0,Soil_Type_1,-1
3407,719,83,227,77,254,175,842,810,488,482,0,1,0,0,Soil_Type_32,-1
3408,572,97,272,601,532,230,850,783,444,292,0,0,1,0,Soil_Type_33,-1
3409,488,527,197,475,360,394,861,983,633,258,0,0,1,0,Soil_Type_10,1
3410,627,430,167,30,228,401,916,948,547,474,1,0,0,0,Soil_Type_1,-1
3411,539,827,212,109,253,408,708,920,763,196,0,0,1,0,Soil_Type_31,1
3412,676,72,303,322,416,167,810,755,452,43,1,0,0,0,Soil_Type_22,-1
3413,627,219,348,245,318,185,956,751,260,163,0,0,1,0,Soil_Type_32,-1
3414,633,233,303,30,240,113,960,791,307,235,1,0,0,0,Soil_Type_1,-1
3415,766,83,197,387,419,443,850,830,507,297,0,0,1,0,Soil_Type_39,-1
3416,727,952,167,261,302,643,783,881,645,124,0,0,1,0,Soil_Type_39,1
3417,627,375,151,107,218,296,932,928,507,292,0,0,1,0,Soil_Type_32,-1
3418,618,841,197,262,303,197,724,916,747,183,0,0,1,0,Soil_Type_23,1
3419,412,783,272,107,274,241,665,936,818,76,0,0,1,0,Soil_Type_33,-1
3420,430,233,363,116,337,25,968,751,240,119,1,0,0,0,Soil_Type_1,-1
3421,437,155,106,96,262,337,885,889,531,760,1,0,0,0,Soil_Type_12,-1
3422,541,169,182,109,261,651,905,846,456,251,1,0,0,0,Soil_Type_1,-1
3423,665,766,91,251,270,672,798,948,700,336,1,0,0,0,Soil_Type_1,-1
3424,486,308,136,136,274,157,928,905,492,436,0,0,1,0,Soil_Type_31,-1
3425,634,710,227,576,416,878,720,975,798,186,1,0,0,0,Soil_Type_1,-1
3426,683,938,151,0,223,603,779,889,657,144,1,0,0,0,Soil_Type_22,-1
3427,641,896,212,365,186,569,720,881,712,614,1,0,0,0,Soil_Type_23,-1
3428,460,444,303,305,287,353,928,944,496,296,0,0,1,0,Soil_Type_4,1
3429,403,366,182,30,225,189,940,920,484,96,1,0,0,0,Soil_Type_23,-1
3430,487,419,288,21,234,141,944,932,464,268,0,0,1,0,Soil_Type_33,-1
3431,701,211,257,333,329,675,940,810,362,447,1,0,0,0,Soil_Type_1,1
3432,567,827,91,30,232,145,802,936,680,228,0,0,1,0,Soil_Type_23,-1
3433,565,430,182,150,236,244,920,948,539,179,1,0,0,0,Soil_Type_23,-1
3434,685,444,167,152,245,807,909,952,555,158,1,0,0,0,Soil_Type_22,-1
3435,473,255,167,48,228,305,936,873,448,315,1,0,0,0,Soil_Type_12,-1
3436,629,39,106,107,219,331,838,885,586,317,0,0,1,0,Soil_Type_32,-1
3437,517,882,106,0,223,683,794,920,676,228,1,0,0,0,Soil_Type_23,-1
3438,461,477,272,172,370,430,901,968,555,869,1,0,0,0,Soil_Type_1,-1
3439,642,347,318,347,492,233,979,869,350,387,0,0,1,0,Soil_Type_33,1
3440,711,172,182,172,284,843,905,846,452,62,1,0,0,0,Soil_Type_22,-1
3441,650,874,136,198,245,460,771,916,692,624,1,0,0,0,Soil_Type_1,-1
3442,303,172,61,0,223,206,877,912,570,97,0,0,1,0,Soil_Type_4,-1
3443,461,108,45,43,237,263,865,912,586,381,1,0,0,0,Soil_Type_1,-1
3444,297,447,136,109,249,77,905,952,566,197,0,0,0,1,Soil_Type_6,-1
3445,619,452,318,781,471,451,920,944,496,220,0,0,1,0,Soil_Type_33,-1
3446,602,580,394,269,288,346,755,995,728,423,0,0,1,0,Soil_Type_33,-1
3447,544,94,212,21,226,177,853,814,480,322,1,0,0,0,Soil_Type_1,1
3448,717,830,136,275,476,590,771,932,712,173,1,0,0,0,Soil_Type_1,-1
3449,604,28,106,122,256,183,838,889,594,315,1,0,0,0,Soil_Type_1,-1
3450,598,136,136,64,237,448,881,869,515,188,1,0,0,0,Soil_Type_1,-1
3451,668,977,106,0,223,708,818,901,621,244,1,0,0,0,Soil_Type_23,-1
3452,659,97,303,130,285,564,838,751,417,287,0,0,1,0,Soil_Type_39,-1
3453,765,447,288,516,367,601,924,948,503,312,0,0,1,0,Soil_Type_40,-1
3454,661,208,257,125,209,404,936,810,366,269,0,0,1,0,Soil_Type_31,1
3455,427,325,151,107,234,299,932,909,492,105,0,0,1,0,Soil_Type_11,-1
3456,545,389,121,163,249,507,912,936,543,296,1,0,0,0,Soil_Type_12,-1
3457,548,266,167,232,283,500,932,885,460,296,1,0,0,0,Soil_Type_12,-1
3458,394,278,182,43,247,207,940,881,444,29,1,0,0,0,Soil_Type_9,-1
3459,633,455,272,172,294,27,920,952,519,121,0,0,1,0,Soil_Type_32,-1
3460,686,72,167,152,266,104,846,846,535,264,0,1,0,0,Soil_Type_23,-1
3461,625,50,227,258,262,214,818,818,527,397,0,0,1,0,Soil_Type_31,-1
3462,442,122,197,183,280,313,873,830,476,308,1,0,0,0,Soil_Type_1,-1
3463,199,835,272,193,412,115,665,905,791,34,0,0,0,1,Soil_Type_10,1
3464,594,17,91,438,240,912,834,893,602,513,1,0,0,0,Soil_Type_1,-1
3465,653,72,439,202,338,150,755,641,362,113,1,0,0,0,Soil_Type_22,1
3466,484,164,167,144,225,376,897,853,472,353,1,0,0,0,Soil_Type_12,-1
3467,586,0,30,177,290,695,850,924,614,129,1,0,0,0,Soil_Type_1,-1
3468,535,114,136,136,267,95,869,865,523,232,0,0,1,0,Soil_Type_32,-1
3469,533,857,91,21,228,539,798,928,680,877,1,0,0,0,Soil_Type_1,-1
3470,510,67,348,77,256,15,791,724,437,248,1,0,0,0,Soil_Type_1,-1
3471,643,688,227,129,257,801,735,983,787,402,1,0,0,0,Soil_Type_22,-1
3472,467,142,378,21,237,197,877,696,295,257,0,0,1,0,Soil_Type_1,-1
3473,432,147,182,122,265,242,893,842,468,492,1,0,0,0,Soil_Type_12,-1
3474,496,319,333,334,355,230,991,834,299,111,0,0,1,0,Soil_Type_1,-1
3475,499,183,227,43,239,156,916,826,413,323,0,0,1,0,Soil_Type_31,-1
3476,521,11,151,307,426,146,814,865,594,180,0,0,1,0,Soil_Type_33,-1
3477,498,688,545,21,240,376,488,940,932,201,0,0,1,0,Soil_Type_1,-1
3478,512,669,469,486,687,147,574,971,889,246,0,0,1,0,Soil_Type_28,1
3479,109,863,500,68,318,21,452,775,838,90,0,0,0,1,Soil_Type_10,1
3480,625,777,363,21,243,440,582,924,877,326,1,0,0,0,Soil_Type_24,-1
3481,551,100,242,89,244,668,853,794,456,565,1,0,0,0,Soil_Type_1,-1
3482,793,33,212,610,438,319,806,830,555,202,1,0,0,0,Soil_Type_35,1
3483,422,441,136,125,234,187,905,952,562,103,0,0,1,0,Soil_Type_11,1
3484,683,955,151,403,210,595,783,881,641,104,0,0,1,0,Soil_Type_24,-1
3485,520,932,242,195,336,39,716,850,676,176,1,0,0,0,Soil_Type_1,-1
3486,667,502,182,261,352,355,881,971,610,121,0,0,1,0,Soil_Type_24,-1
3487,536,241,272,167,204,235,956,818,346,204,1,0,0,0,Soil_Type_1,-1
3488,508,905,167,30,226,429,759,897,688,283,1,0,0,0,Soil_Type_1,1
3489,616,344,348,172,226,130,987,853,319,164,0,0,1,0,Soil_Type_23,-1
3490,347,833,227,150,301,45,696,916,771,115,0,0,0,1,Soil_Type_10,-1
3491,730,580,167,494,342,594,834,983,676,272,1,0,0,0,Soil_Type_38,-1
3492,614,375,121,43,223,133,916,932,531,261,1,0,0,0,Soil_Type_23,-1
3493,767,325,182,405,355,283,944,901,460,399,0,1,0,0,Soil_Type_38,-1
3494,635,56,333,257,266,155,783,735,460,184,0,0,1,0,Soil_Type_22,1
3495,386,64,242,202,257,376,822,806,507,360,0,0,1,0,Soil_Type_10,-1
3496,375,844,333,43,256,191,606,877,814,126,0,0,1,0,Soil_Type_33,-1
3497,586,919,121,231,296,747,791,905,661,523,1,0,0,0,Soil_Type_1,-1
3498,667,780,212,48,248,305,716,948,779,68,0,0,1,0,Soil_Type_32,-1
3499,562,105,45,300,289,271,861,916,590,123,0,0,1,0,Soil_Type_19,-1
3500,671,760,227,167,283,562,704,956,798,204,0,0,1,0,Soil_Type_39,-1
3501,528,783,348,136,284,117,590,920,869,97,0,0,1,0,Soil_Type_32,-1
3502,615,980,227,473,629,155,755,834,614,180,0,0,1,0,Soil_Type_31,-1
3503,698,47,409,107,302,592,735,680,441,184,1,0,0,0,Soil_Type_38,-1
3504,685,169,333,116,208,300,912,739,303,624,0,1,0,0,Soil_Type_33,-1
3505,500,75,197,269,329,208,842,834,519,386,0,0,1,0,Soil_Type_33,-1
3506,535,419,288,193,212,801,944,928,460,502,1,0,0,0,Soil_Type_1,-1
3507,619,796,167,173,293,407,739,940,751,215,0,0,1,0,Soil_Type_31,1
3508,677,960,136,619,283,565,798,889,633,305,1,0,0,0,Soil_Type_23,-1
3509,522,919,394,96,316,777,594,783,716,667,1,0,0,0,Soil_Type_24,-1
3510,791,469,167,334,348,580,897,964,578,443,0,0,1,0,Soil_Type_40,-1
3511,435,183,197,116,252,352,912,842,437,294,1,0,0,0,Soil_Type_12,-1
3512,682,228,197,89,234,76,936,850,421,268,1,0,0,0,Soil_Type_22,-1
3513,830,0,167,380,316,194,802,865,602,264,0,1,0,0,Soil_Type_40,-1
3514,660,857,45,0,223,67,826,932,649,159,0,1,0,0,Soil_Type_23,-1
3515,819,250,257,328,305,382,956,830,362,272,1,0,0,0,Soil_Type_40,-1
3516,572,311,121,455,235,610,920,912,511,441,1,0,0,0,Soil_Type_1,-1
3517,568,880,121,172,248,209,787,916,680,214,0,0,1,0,Soil_Type_31,1
3518,609,574,15,347,157,868,857,940,621,393,1,0,0,0,Soil_Type_1,-1
3519,528,289,151,410,270,632,932,897,476,756,1,0,0,0,Soil_Type_12,-1
3520,505,122,227,382,461,76,873,810,452,330,1,0,0,0,Soil_Type_24,-1
3521,569,114,151,215,257,715,869,861,519,637,1,0,0,0,Soil_Type_1,-1
3522,266,885,212,43,231,124,716,889,720,136,0,0,0,1,Soil_Type_10,-1
3523,508,294,151,64,219,300,932,897,480,369,0,0,1,0,Soil_Type_26,-1
3524,503,450,303,109,209,436,924,944,496,201,0,0,1,0,Soil_Type_1,1
3525,603,336,91,48,231,192,905,924,547,274,1,0,0,0,Soil_Type_23,-1
